ticket id,account,participant ticket,winning ticket,match type,awarded,period,time
220,25823403,6770,209,0,1,2,6/5/14 14:18
221,25420033,8860,209,0,1,2,6/5/14 14:18
222,4101463,5140,209,0,1,2,6/5/14 14:19
223,13555825,7490,209,0,1,2,6/5/14 14:19
224,27252833,3380,209,0,1,2,6/5/14 14:20
225,1002538,1820,209,0,1,2,6/5/14 15:23
226,8266688,6590,209,0,1,4,6/5/14 16:43
227,25177736,9980,209,0,1,2,6/5/14 17:06
228,27852614,4790,209,0,1,16,6/5/14 18:17
229,21668167,7410,2995,0,1,3,6/6/14 8:16
230,1726768,4530,2995,0,0,5,6/6/14 8:33
231,4101463,4110,2995,0,1,3,6/6/14 8:33
232,10489810,6870,2995,0,1,3,6/6/14 8:33
233,11227580,3150,2995,0,0,17,6/6/14 8:33
234,12199140,3720,2995,0,0,17,6/6/14 8:33
235,12385366,3210,2995,0,1,5,6/6/14 8:33
236,13473690,4970,2995,1,0,5,6/6/14 8:33
237,13555825,4200,2995,0,0,3,6/6/14 8:33
238,13725758,7480,2995,0,0,17,6/6/14 8:33
239,17703941,5990,2995,1,1,5,6/6/14 8:33
240,18288610,8660,2995,0,0,3,6/6/14 8:33
241,18826291,8210,2995,0,0,17,6/6/14 8:33
242,20586335,9450,2995,0,1,5,6/6/14 8:33
243,21407620,6760,2995,0,0,3,6/6/14 8:33
244,22514262,6360,2995,0,0,17,6/6/14 8:33
245,23729090,5790,2995,0,0,3,6/6/14 8:33
246,24846916,1860,2995,0,1,3,6/6/14 8:33
247,25576269,7580,2995,0,1,17,6/6/14 8:33
248,26541545,2580,2995,1,1,17,6/6/14 8:33
249,26575477,8910,2995,1,1,3,6/6/14 8:33
250,26702122,3700,2995,0,0,5,6/6/14 8:33
251,27252833,4700,2995,0,1,3,6/6/14 8:33
252,27940003,720,2995,0,0,3,6/6/14 8:33
253,28840947,4190,2995,0,0,5,6/6/14 8:33
254,8323186,6270,2995,0,1,3,6/6/14 8:35
255,25420033,4710,2995,0,1,3,6/6/14 8:51
256,24186114,5110,2995,0,1,3,6/6/14 9:54
257,16280538,7990,2995,1,1,5,6/6/14 12:00
258,12232434,2090,2995,1,1,3,6/6/14 12:26
259,1002538,3430,2995,0,1,3,6/6/14 13:47
260,27876492,3260,2995,0,1,3,6/6/14 15:36
261,27747770,5960,2995,1,1,3,6/6/14 18:05
262,24433466,8800,2995,0,1,5,6/6/14 18:22
263,27852614,9290,2995,0,1,17,6/6/14 19:06
264,25177736,2260,2995,1,1,3,6/6/14 21:08
265,29395910,510,2995,0,1,17,6/6/14 21:15
266,23122082,2970,2995,2,1,17,6/6/14 22:22
267,22789676,5320,2995,0,1,17,6/7/14 8:01
268,8323186,6540,7948,0,1,4,6/7/14 8:23
269,1726768,6120,7948,0,0,6,6/7/14 8:33
270,4101463,7160,7948,1,1,4,6/7/14 8:33
271,10489810,6850,7948,0,0,4,6/7/14 8:33
272,11227580,4120,7948,0,0,18,6/7/14 8:33
273,12199140,500,7948,0,0,18,6/7/14 8:33
274,12385366,940,7948,1,0,6,6/7/14 8:33
275,13473690,6100,7948,0,0,6,6/7/14 8:33
276,13555825,220,7948,0,0,4,6/7/14 8:33
277,13725758,4480,7948,0,0,18,6/7/14 8:33
278,17703941,6420,7948,0,0,6,6/7/14 8:33
279,18288610,2830,7948,0,0,4,6/7/14 8:33
280,18826291,9620,7948,0,0,18,6/7/14 8:33
281,20586335,1250,7948,0,0,6,6/7/14 8:33
282,21407620,1050,7948,0,0,4,6/7/14 8:33
283,21668167,1610,7948,0,0,4,6/7/14 8:33
284,22514262,9490,7948,0,0,18,6/7/14 8:33
285,23729090,8750,7948,0,1,4,6/7/14 8:33
286,24846916,1880,7948,0,0,4,6/7/14 8:33
287,25576269,6110,7948,0,1,18,6/7/14 8:33
288,26541545,8350,7948,0,1,18,6/7/14 8:33
289,26575477,6120,7948,0,1,4,6/7/14 8:33
290,26702122,1750,7948,0,0,6,6/7/14 8:33
291,27252833,4750,7948,0,1,4,6/7/14 8:33
292,27940003,1480,7948,0,0,4,6/7/14 8:33
293,28840947,2350,7948,0,0,6,6/7/14 8:33
294,21609978,6490,7948,0,1,4,6/7/14 8:39
295,3314125,4070,7948,0,1,6,6/7/14 10:04
296,25420033,8040,7948,0,1,4,6/7/14 10:34
297,24186114,7700,7948,1,1,4,6/7/14 11:27
298,29395910,7760,7948,1,1,18,6/7/14 11:31
299,16758097,8450,7948,0,1,18,6/7/14 12:27
300,3672396,250,7948,0,1,6,6/7/14 14:10
301,7694258,1460,7948,0,1,4,6/7/14 15:40
302,12232434,4710,7948,0,1,4,6/7/14 15:44
303,27747770,6180,7948,0,1,4,6/7/14 17:14
304,571959,5240,7948,0,1,4,6/7/14 18:04
305,28518133,6890,7948,0,1,4,6/7/14 19:10
306,27852614,6500,7948,0,1,18,6/7/14 19:32
307,1002538,6620,7948,0,1,4,6/7/14 19:37
308,93675,9960,7948,1,1,18,6/7/14 19:47
309,25714905,3910,7948,1,1,4,6/7/14 19:56
310,8266688,8510,7948,0,1,6,6/7/14 21:52
311,25177736,9250,7948,0,1,4,6/7/14 22:27
312,22789676,5700,7948,0,1,18,6/8/14 8:00
313,24433466,3220,3905,1,1,7,6/8/14 8:12
314,28575013,40,3905,0,1,5,6/8/14 8:13
315,1726768,1800,3905,0,0,7,6/8/14 8:30
316,4101463,4440,3905,0,1,5,6/8/14 8:30
317,10489810,1940,3905,1,1,5,6/8/14 8:30
318,11227580,50,3905,0,0,19,6/8/14 8:30
319,12199140,9250,3905,0,0,19,6/8/14 8:30
320,12385366,490,3905,0,0,7,6/8/14 8:30
321,13473690,5840,3905,0,0,7,6/8/14 8:30
322,13555825,2960,3905,1,1,5,6/8/14 8:30
323,13725758,8780,3905,0,0,19,6/8/14 8:30
324,17703941,2200,3905,0,1,7,6/8/14 8:30
325,18288610,1470,3905,0,0,5,6/8/14 8:30
326,18826291,4230,3905,0,0,19,6/8/14 8:30
327,20586335,5820,3905,0,0,7,6/8/14 8:30
328,21407620,3260,3905,1,0,5,6/8/14 8:30
329,21668167,190,3905,0,0,5,6/8/14 8:30
330,22514262,1660,3905,0,0,19,6/8/14 8:30
331,23729090,3420,3905,1,0,5,6/8/14 8:30
332,24846916,7200,3905,0,0,5,6/8/14 8:30
333,25576269,7720,3905,0,1,19,6/8/14 8:30
334,26541545,570,3905,0,1,19,6/8/14 8:30
335,26575477,4010,3905,0,1,5,6/8/14 8:30
336,26702122,3860,3905,1,1,7,6/8/14 8:30
337,27252833,570,3905,0,1,5,6/8/14 8:30
338,27940003,1300,3905,0,0,5,6/8/14 8:30
339,28840947,8210,3905,0,0,7,6/8/14 8:30
340,21609978,7600,3905,0,1,5,6/8/14 9:58
341,29395910,4090,3905,0,1,19,6/8/14 13:05
342,27747770,6860,3905,0,1,5,6/8/14 17:57
343,27876492,1680,3905,0,1,5,6/8/14 17:57
344,28518133,8540,3905,0,1,5,6/8/14 17:57
345,27852614,9190,3905,0,1,19,6/8/14 19:33
346,8323186,950,3905,1,1,5,6/8/14 21:18
347,3314125,8380,3905,0,1,7,6/9/14 7:50
348,25420033,3590,8501,1,1,6,6/9/14 8:05
349,1726768,9180,8501,0,0,8,6/9/14 8:31
350,4101463,9870,8501,0,1,6,6/9/14 8:31
351,10489810,5990,8501,0,0,6,6/9/14 8:31
352,11227580,8690,8501,1,0,20,6/9/14 8:31
353,12199140,8390,8501,1,0,20,6/9/14 8:31
354,12385366,7130,8501,0,0,8,6/9/14 8:31
355,13473690,8170,8501,1,0,8,6/9/14 8:31
356,13555825,880,8501,0,1,6,6/9/14 8:31
357,13725758,9600,8501,0,0,20,6/9/14 8:31
358,17703941,5820,8501,0,0,8,6/9/14 8:31
359,18288610,8110,8501,1,0,6,6/9/14 8:31
360,18826291,8170,8501,1,0,20,6/9/14 8:31
361,20586335,4790,8501,0,0,8,6/9/14 8:31
362,21407620,8220,8501,1,0,6,6/9/14 8:31
363,21668167,4050,8501,0,0,6,6/9/14 8:31
364,22514262,8460,8501,1,0,20,6/9/14 8:31
365,23729090,770,8501,0,0,6,6/9/14 8:31
366,24846916,5060,8501,0,1,6,6/9/14 8:31
367,25576269,1810,8501,0,1,20,6/9/14 8:31
368,26541545,9870,8501,0,1,20,6/9/14 8:31
369,26575477,5650,8501,0,1,6,6/9/14 8:31
370,26702122,9800,8501,0,0,8,6/9/14 8:31
371,27252833,8690,8501,1,0,6,6/9/14 8:31
372,27940003,560,8501,1,0,6,6/9/14 8:31
373,28840947,3470,8501,0,0,8,6/9/14 8:31
374,28677734,4260,8501,0,1,8,6/9/14 9:29
375,24186114,7510,8501,1,1,6,6/9/14 9:29
376,24433466,2730,8501,0,1,8,6/9/14 12:45
377,26386537,5680,8501,0,1,2,6/9/14 12:48
378,18272448,7120,8501,0,1,2,6/9/14 12:51
379,4348548,5130,8501,0,1,2,6/9/14 12:51
380,16066193,5490,8501,0,1,2,6/9/14 12:51
381,22293637,8410,8501,1,1,2,6/9/14 12:54
382,16740270,3040,8501,0,1,2,6/9/14 13:55
383,8323186,8900,8501,1,1,6,6/9/14 14:59
384,7243729,5740,8501,0,1,2,6/9/14 15:04
385,25857184,9010,8501,0,1,2,6/9/14 15:05
386,16593230,1770,8501,0,1,2,6/9/14 15:05
387,5782840,1640,8501,0,1,2,6/9/14 15:05
388,13582838,8070,8501,1,1,2,6/9/14 15:06
389,23627199,2950,8501,0,1,2,6/9/14 15:06
390,26015946,5350,8501,0,1,2,6/9/14 15:07
391,13311660,3180,8501,0,1,2,6/9/14 15:11
392,10828524,8270,8501,1,1,2,6/9/14 15:11
393,21422589,5010,8501,0,1,2,6/9/14 15:16
394,6299472,3340,8501,0,1,2,6/9/14 15:16
395,20449967,1890,8501,0,1,2,6/9/14 15:16
396,29395910,4500,8501,1,1,20,6/9/14 16:35
397,12232434,400,8501,0,1,6,6/9/14 16:42
398,16758097,7370,8501,0,1,20,6/9/14 16:58
399,25714905,6450,8501,0,1,6,6/9/14 17:44
400,10381676,1690,8501,0,1,2,6/9/14 17:52
401,27852614,3610,8501,0,1,20,6/9/14 19:01
402,22789676,7540,8501,1,1,20,6/9/14 19:01
403,3672396,9190,8501,0,1,8,6/9/14 19:05
404,6626578,600,8501,0,1,2,6/9/14 19:32
405,3200248,5890,8501,0,1,2,6/9/14 20:09
406,16262690,6720,8501,0,1,2,6/9/14 20:18
407,7694258,8520,8501,2,1,6,6/9/14 21:35
408,28575013,6420,8501,0,1,6,6/9/14 21:40
409,93675,9440,8501,0,1,20,6/9/14 22:00
410,26702122,9670,4439,0,1,9,6/10/14 8:07
411,25420033,3610,4439,0,1,7,6/10/14 8:08
412,3314125,6850,4439,0,1,9,6/10/14 8:09
413,11555748,610,4439,0,1,21,6/10/14 8:17
414,1726768,3070,4439,0,0,9,6/10/14 8:31
415,4101463,8590,4439,0,0,7,6/10/14 8:31
416,4348548,2390,4439,0,1,3,6/10/14 8:31
417,6299472,3460,4439,1,1,3,6/10/14 8:31
418,10489810,6830,4439,0,0,7,6/10/14 8:31
419,10828524,2440,4439,1,1,3,6/10/14 8:31
420,11227580,5190,4439,0,0,21,6/10/14 8:31
421,11524913,5070,4439,0,1,3,6/10/14 8:31
422,12199140,540,4439,0,0,21,6/10/14 8:31
423,12385366,360,4439,0,1,9,6/10/14 8:31
424,13311660,7500,4439,0,1,3,6/10/14 8:31
425,13473690,680,4439,0,0,9,6/10/14 8:31
426,13555825,5290,4439,0,1,7,6/10/14 8:31
427,13725758,7340,4439,0,0,21,6/10/14 8:31
428,14783925,5400,4439,1,0,3,6/10/14 8:31
429,15271805,4800,4439,1,1,3,6/10/14 8:31
430,16740270,3440,4439,1,1,3,6/10/14 8:31
431,17703941,8170,4439,0,0,9,6/10/14 8:31
432,18288610,7860,4439,0,0,7,6/10/14 8:31
433,18826291,5540,4439,0,0,21,6/10/14 8:31
434,20449967,8370,4439,0,1,3,6/10/14 8:31
435,20586335,7180,4439,0,0,9,6/10/14 8:31
436,21407620,6940,4439,0,0,7,6/10/14 8:31
437,21409893,7450,4439,1,0,3,6/10/14 8:31
438,21422589,9040,4439,0,0,3,6/10/14 8:31
439,21668167,1230,4439,0,0,7,6/10/14 8:31
440,22293637,60,4439,0,1,3,6/10/14 8:31
441,22514262,6060,4439,0,1,21,6/10/14 8:31
442,23729090,4400,4439,2,1,7,6/10/14 8:31
443,24846916,6950,4439,0,0,7,6/10/14 8:31
444,25116854,8920,4439,0,1,3,6/10/14 8:31
445,25576269,3860,4439,0,1,21,6/10/14 8:31
446,26541545,8110,4439,0,1,21,6/10/14 8:31
447,26575477,4480,4439,2,1,7,6/10/14 8:31
448,27252833,4510,4439,1,0,7,6/10/14 8:31
449,27940003,5750,4439,0,0,7,6/10/14 8:31
450,28840947,2620,4439,0,0,9,6/10/14 8:31
451,14481345,7930,4439,0,1,3,6/10/14 8:37
452,23627199,1330,4439,0,1,3,6/10/14 8:37
453,16758097,9280,4439,0,1,21,6/10/14 9:22
454,93675,9780,4439,0,1,21,6/10/14 10:20
455,10089197,2850,4439,0,1,2,6/10/14 10:32
456,23861189,390,4439,0,1,2,6/10/14 10:33
457,12203570,3620,4439,0,1,2,6/10/14 10:34
458,24960595,3080,4439,0,1,2,6/10/14 10:34
459,24923422,4120,4439,1,1,2,6/10/14 10:35
460,24195945,9320,4439,0,1,2,6/10/14 10:35
461,18149263,9130,4439,0,1,2,6/10/14 10:35
462,21126563,8090,4439,0,1,2,6/10/14 10:35
463,26047589,9470,4439,1,1,2,6/10/14 10:35
464,16280538,7660,4439,0,1,9,6/10/14 10:36
465,3875697,3960,4439,0,1,2,6/10/14 10:36
466,25500661,400,4439,1,1,2,6/10/14 10:37
467,26130868,6320,4439,0,1,2,6/10/14 10:37
468,23380244,7450,4439,1,1,2,6/10/14 10:38
469,16057493,6860,4439,0,1,2,6/10/14 10:39
470,25727744,9670,4439,0,1,2,6/10/14 10:40
471,15736812,9810,4439,0,1,2,6/10/14 10:43
472,25857184,3830,4439,0,1,3,6/10/14 11:29
473,5782840,7320,4439,0,1,3,6/10/14 11:33
474,7243729,9320,4439,0,1,3,6/10/14 11:40
475,21609978,7150,4439,0,1,7,6/10/14 11:58
476,16066193,9750,4439,0,1,3,6/10/14 12:52
477,10381676,1170,4439,0,1,3,6/10/14 14:26
478,28020930,6980,4439,0,1,2,6/10/14 14:51
479,14679546,9530,4439,0,1,2,6/10/14 14:53
480,18691569,5960,4439,0,1,2,6/10/14 14:53
481,16593230,2170,4439,0,1,3,6/10/14 14:54
482,14434493,6690,4439,0,1,2,6/10/14 14:54
483,11126286,9850,4439,0,1,2,6/10/14 14:55
484,23311066,3080,4439,0,1,2,6/10/14 14:56
485,14702401,6570,4439,0,1,2,6/10/14 14:56
486,19764965,3550,4439,0,1,2,6/10/14 14:57
487,23346744,1820,4439,0,1,2,6/10/14 14:59
488,21291298,2010,4439,0,1,2,6/10/14 14:59
489,22457877,4940,4439,1,1,2,6/10/14 15:45
490,18272448,5620,4439,0,1,3,6/10/14 15:45
491,24549884,430,4439,1,1,2,6/10/14 15:53
492,24433466,1330,4439,0,1,9,6/10/14 16:07
493,13582838,2000,4439,0,1,3,6/10/14 18:09
494,27852614,8690,4439,0,1,21,6/10/14 18:40
495,11504748,9720,4439,0,1,3,6/10/14 18:53
496,571959,7610,4439,0,1,7,6/10/14 20:05
497,29395910,2320,4439,0,1,21,6/10/14 20:09
498,3200248,6090,4439,0,1,3,6/10/14 20:22
499,25714905,5580,4439,0,1,7,6/10/14 21:28
500,27998075,8130,4439,0,1,3,6/10/14 22:27
501,24539095,380,4439,0,1,3,6/11/14 0:04
502,27747770,6380,4439,0,1,7,6/11/14 7:48
503,26702122,8700,7537,0,1,10,6/11/14 8:09
504,7243729,2000,7537,0,1,4,6/11/14 8:10
505,25857184,6600,7537,0,1,4,6/11/14 8:10
506,11126286,5290,7537,0,1,3,6/11/14 8:12
507,29395910,8790,7537,0,1,22,6/11/14 8:12
508,23627199,7940,7537,1,1,4,6/11/14 8:13
509,24195945,4710,7537,0,1,3,6/11/14 8:18
510,24433466,2680,7537,0,1,10,6/11/14 8:22
